29123,395
29023,382
28823,405
28438,395
29917,399
28076,368
28538,393
32516,426
26309,386
29952,415
29813,411
30979,422
28210,375
29746,407
28527,393
29814,404
28592,394
28166,383
32385,417
29882,395
28742,385
29036,394
31247,411
27147,396
26993,389
29304,405
31826,427
28412,396
32184,405
27460,375
29053,420
29049,396
29288,411
29767,415
27049,374
27719,388
29847,403
28017,378
32336,420
29742,404
31476,408
32043,435
29346,391
32607,437
27322,396
30571,415
26294,372
25970,386
28161,413
29647,403
30342,404
28326,378
27359,378
27749,379
31200,420
29308,403
31459,422
28421,389
26761,388
27457,382
27886,405
30932,400
26312,396
32115,421
34143,432
31267,412
28138,394
29377,407
29621,418
28068,376
26503,367
29774,418
31512,410
30948,422
31459,413
26116,388
31453,399
28526,390
27879,386
28345,402
29541,401
30642,423
29085,396
30188,405
29729,396
29483,403
29772,389
27937,384
28682,384
27291,377
28586,375
27813,385
30219,411
28080,394
29324,383
29447,409
30714,419
28688,402
27179,392
32774,433
28342,390
30467,421
26445,380
31494,423
28685,403
28450,395
28511,391
28120,398
31023,424
27729,376
29315,391
31826,432
28422,385
29061,376
29442,395
30929,425
30462,409
28257,390
29377,398
26922,386
30121,404
28381,380
29802,410
29304,401
28610,389
26952,385
28498,378
30460,396
26898,371
29406,393
29944,404
28953,397
29348,400
28614,388
30724,419
29254,391
26774,360
31807,399
32375,411
31625,418
27056,382
31648,420
27142,385
31571,406
30371,409
26651,392
26364,377
28876,404
26223,379
30580,415
28898,387
31654,405
30200,429
29726,397
27780,358
28883,397
29991,410
29304,398
27135,367
30712,433
30930,397
27074,389
29477,385
30996,424
29048,397
27070,395
30617,419
32412,404
28825,387
29514,385
28003,387
27831,372
29883,388
27836,381
30367,405
29621,388
29345,402
30890,413
30148,410
30970,419
28662,400
27866,389
28899,387
30690,418
28140,404
29734,430
27592,380
28676,380
31041,406
28812,386
30725,401
26428,356
28842,398
29550,390
32644,405
30182,404
28133,404
29130,382
32678,437
29990,413
30878,405
27242,380
31988,419
29981,389
30220,417
27197,381
30881,426
29686,396
28575,407
26026,376
31021,416
28032,392
28138,388
29760,426
29127,399
30587,412
28671,400
31042,402
29736,411
28295,390
29084,387
31357,409
30580,420
30471,413
30768,410
31194,407
28989,374
26752,368
32113,408
30376,397
27230,389
28231,382
25701,366
28314,387
30993,416
31242,428
28416,391
28940,397
29308,401
27635,416
32980,431
30101,423
28726,399
31458,414
31308,410
28601,386
28950,379
30560,432
28701,391
30213,413
30146,398
29575,413
25847,369
27967,381
30604,397
31663,412
29577,393
28873,385
27134,375
27472,392
26140,379
29093,404
28809,431
28549,394
29623,406
30917,420
29907,413
23554,350
27018,387
30810,420
27594,383
26754,368
27185,394
27029,389
26000,370
29352,399
28946,420
32040,419
26924,385
26183,370
29069,394
29322,374
27765,407
30574,406
28191,383
28630,395
28246,390
29445,394
28990,412
26484,368
30590,401
27827,407
28659,394
30038,407
28797,407
30392,410
30745,408
29778,395
29430,402
28050,374
27391,388
31590,414
26371,378
28283,387
26306,368
28900,405
30630,411
33354,430
28139,369
26855,383
29035,381
28454,390
31121,434
28844,401
26534,389
30562,407
28932,405
28790,394
28003,365
32034,420
28585,406
29059,391
28465,392
28599,395
27271,382
32005,416
31240,408
29106,384
30824,417
27267,380
29555,405
29176,396
28402,409
27580,384
28403,392
28625,383
28504,397
28409,381
28785,391
29524,408
29721,394
32806,435
29072,386
29230,390
30029,418
27419,390
29879,412
27946,394
29995,401
28313,391
26334,380
25253,366
29029,397
26739,385
30596,414
29065,412
28204,394
27800,409
30077,384
25208,371
25222,364
26920,366
31970,430
30397,391
26616,363
30783,401
30835,421
28676,395
30002,410
29399,403
28894,391
30130,404
28883,374
26403,372
31645,410
28550,402
31121,421
29634,401
28802,397
29858,394
29384,400
28612,399
29047,399
