36418,456
36287,448
36940,458
34245,441
36223,439
40510,524
38527,503
34591,414
38719,540
37059,473
38084,472
36109,471
37321,483
39767,492
35449,470
40575,556
36331,435
37818,489
35667,441
34483,429
35582,458
37505,464
35005,431
39631,497
37792,476
37557,453
34738,442
37485,484
34741,455
34775,439
37614,461
39277,517
35979,445
38013,480
36195,441
36766,463
36382,468
36486,470
38363,476
38047,482
37606,486
35840,445
35638,444
35933,440
36167,443
37916,489
38269,492
38573,496
38902,517
35797,434
33929,402
37754,505
38679,504
39514,508
36056,447
37412,498
39566,487
40123,518
34684,436
37297,481
38662,479
34385,425
35048,427
38651,491
36505,467
37783,477
36803,475
38975,487
38480,477
37113,469
36924,462
37212,479
36194,463
33637,459
37997,507
34390,429
35891,436
37937,478
36233,452
37164,471
34994,431
35582,428
38784,489
37655,468
35061,428
37189,450
36070,464
37491,484
36868,483
36315,429
36251,470
36566,460
35846,442
36431,462
37263,481
35515,460
40362,533
37971,498
33280,413
37651,485
35593,437
32775,425
34510,419
40042,498
35032,456
37959,511
36235,438
36750,465
37447,464
35259,425
31701,405
37055,473
39254,488
35113,431
37512,464
40605,527
41563,549
37040,471
35948,457
37007,464
39686,490
38636,503
37973,505
38956,501
36916,472
38589,489
36344,445
39336,518
33422,434
37356,486
37454,468
37520,467
39865,513
35480,430
38669,486
37490,464
39443,500
37828,478
34897,462
40796,528
38992,508
38143,472
34940,429
36182,465
36081,440
39086,511
39563,525
36093,431
37706,492
37097,482
36680,464
36397,459
36033,472
40150,535
33588,445
37017,457
37156,481
34536,425
35843,471
38633,495
37518,465
38843,493
36570,455
39940,517
37335,467
38958,500
38081,489
37626,460
38457,489
38541,517
36149,442
36522,478
36573,464
37458,460
37225,463
38734,492
35469,440
38413,484
40902,499
40128,511
38036,490
41230,535
36262,458
38022,476
37839,479
39858,519
37452,466
40410,521
35916,463
34570,433
38962,498
39577,501
37486,475
39976,501
35467,446
36815,443
33950,413
37206,460
38071,513
37458,469
35764,437
35457,450
33484,410
41222,538
37290,485
39017,488
37926,487
38223,466
36713,484
38422,463
37424,497
37521,463
39738,541
38362,489
33915,447
33877,448
39284,514
35218,459
36672,488
37577,485
38556,498
37546,487
38364,483
36236,456
38456,476
36951,458
37187,488
38885,501
38815,504
38556,475
34894,430
37491,467
35911,446
39119,501
37495,476
33474,413
34268,410
38441,471
36879,490
36406,455
37361,504
35595,436
37915,491
37293,459
38588,493
38926,506
38065,491
37339,480
37205,474
37216,489
36775,445
38004,486
38194,463
38179,490
40005,518
38857,523
33878,406
37687,453
37931,493
38349,488
36197,447
35030,444
37065,491
36830,467
36042,453
38089,488
37891,497
39713,526
39062,509
37814,474
36174,460
38325,478
38214,492
35217,439
35758,436
37847,494
38097,511
37030,460
38421,504
37805,484
38488,506
36343,490
37208,470
37302,473
37323,472
35722,451
40830,539
34650,422
37679,481
35069,430
39557,506
37302,486
38514,491
39413,499
34491,457
36946,457
36884,449
39105,491
37198,451
36904,487
37952,481
34120,441
35950,474
38225,507
37687,495
35223,429
32643,436
37979,499
36796,469
40144,503
40657,541
35634,453
39401,517
38568,499
37048,443
36247,450
36413,488
39859,520
36448,460
36835,478
36280,457
40114,532
38836,488
36809,459
35633,429
36855,473
39718,489
39082,512
39951,527
37856,465
37120,453
